City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
290,Grajau,BR,-5.8194,-46.1386,94.68,28,10,7.58,clear sky
291,Diego De Almagro,CL,-26.3667,-70.05,65.75,27,61,10.36,broken clouds
292,Talcahuano,CL,-36.7167,-73.1167,49.68,93,100,10.36,moderate rain
293,Mazagao,BR,-0.115,-51.2894,93.25,62,23,4.16,few clouds
294,Papara,BR,-3.9839,-38.7273,81.0,52,35,9.01,scattered clouds
295,Gold Coast,AU,-28.0,153.4333,50.0,93,46,3.44,scattered clouds
296,Saint-Pierre,RE,-21.3393,55.4781,68.92,70,20,17.27,few clouds
297,Piranshahr,IR,36.701,45.1413,71.44,34,2,2.93,clear sky
298,Sao Domingos,BR,-13.3983,-46.3183,86.09,21,2,10.2,clear sky
299,Lagdo,CM,9.05,13.7333,78.71,71,100,3.87,overcast clouds
300,Leshukonskoye,RU,64.8989,45.7622,62.37,59,98,1.88,overcast clouds
301,Hounde,BF,11.5,-3.5167,88.54,48,92,5.86,overcast clouds
302,Port Lincoln,AU,-34.7333,135.8667,50.5,78,0,12.17,clear sky
303,La Rioja,ES,42.25,-2.5,82.18,31,0,9.13,clear sky
304,Asau,RO,46.4333,26.4,70.72,68,86,4.85,overcast clouds
305,Bolu,TR,40.6667,31.5833,63.25,95,54,4.85,moderate rain
306,Ulaangom,MN,49.9811,92.0667,62.91,51,90,3.13,light rain
307,Mutis,CO,6.2262,-77.4044,81.64,84,79,9.64,light rain
308,Los Negros,BO,-17.7333,-63.4333,87.93,36,30,15.05,scattered clouds
309,Alice Springs,AU,-23.7,133.8833,29.75,93,0,0.0,clear sky
310,Yeniseysk,RU,58.4497,92.1703,60.28,89,65,2.75,broken clouds
311,Markivka,UA,49.5229,39.5705,75.9,32,26,5.53,scattered clouds
312,Nemuro,JP,43.3236,145.575,57.58,96,100,14.2,overcast clouds
313,Kutum,SD,14.2,24.6667,82.71,36,96,8.25,overcast clouds
314,Terme,TR,41.2092,36.9739,71.53,89,1,4.52,clear sky
315,Madona,LV,56.8533,26.217,58.53,84,92,5.44,overcast clouds
316,Taseyevo,RU,57.2169,94.8978,62.94,71,98,1.25,overcast clouds
317,Wageningen,NL,51.9667,5.6667,67.1,63,100,14.97,overcast clouds
318,Ahuimanu,US,21.4447,-157.8378,77.36,83,100,11.5,light rain
319,Haines Junction,CA,60.7522,-137.5108,62.55,51,100,4.61,overcast clouds
320,Jinji,CN,23.2281,110.8261,79.23,87,61,1.97,broken clouds
321,Soe,ID,-9.8607,124.284,63.46,95,99,3.71,overcast clouds
322,Samagaltay,RU,50.6022,95.0047,57.31,63,99,7.65,overcast clouds
323,Mitsamiouli,KM,-11.3847,43.2844,75.67,72,6,11.7,clear sky
324,Noumea,NC,-22.2763,166.4572,75.99,99,0,5.55,clear sky
325,Almaznyy,RU,48.0448,40.045,81.84,25,72,12.3,broken clouds
326,Aswan,EG,24.0934,32.907,91.83,20,60,10.02,broken clouds
327,Borda Da Mata,BR,-22.2742,-46.1653,73.92,37,5,7.4,clear sky
